start_time,end_time,states_seen,peak_requests,peak_5xx,total_suspicious_requests,reason
9/28/2025 11:00,9/28/2025 11:00,suspicious,32,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/30/2025 8:50,10/3/2025 7:48,down_or_crashing,27,27,69711,traffic/error/suspicious-request spike inferred from log metrics
10/4/2025 10:46,10/4/2025 10:46,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/4/2025 23:45,10/4/2025 23:45,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/5/2025 22:38,10/5/2025 22:38,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/9/2025 8:28,10/9/2025 8:28,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/9/2025 19:13,10/9/2025 19:13,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/11/2025 17:37,10/14/2025 19:38,down_or_crashing,25,25,72612,traffic/error/suspicious-request spike inferred from log metrics
10/15/2025 13:26,10/15/2025 13:26,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/16/2025 0:44,10/16/2025 0:44,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/17/2025 17:35,10/17/2025 17:35,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/17/2025 21:45,10/17/2025 21:45,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/18/2025 8:26,10/21/2025 21:48,down_or_crashing,26,26,84161,traffic/error/suspicious-request spike inferred from log metrics
10/25/2025 16:14,10/25/2025 16:14,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/25/2025 16:29,10/25/2025 16:29,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/26/2025 18:29,10/29/2025 3:27,down_or_crashing,27,27,56176,traffic/error/suspicious-request spike inferred from log metrics
10/30/2025 18:43,10/30/2025 18:43,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/31/2025 1:53,10/31/2025 1:53,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
10/31/2025 9:34,11/2/2025 10:46,down_or_crashing,25,25,48301,traffic/error/suspicious-request spike inferred from log metrics
11/5/2025 15:56,11/5/2025 15:56,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/6/2025 0:15,11/6/2025 0:15,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/6/2025 7:27,11/6/2025 7:27,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/7/2025 12:10,11/10/2025 8:18,down_or_crashing,26,26,67135,traffic/error/suspicious-request spike inferred from log metrics
11/12/2025 20:34,11/12/2025 20:34,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/12/2025 22:35,11/12/2025 22:35,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/17/2025 14:35,11/21/2025 0:46,down_or_crashing,26,26,80658,traffic/error/suspicious-request spike inferred from log metrics
11/21/2025 9:19,11/21/2025 9:19,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/21/2025 18:49,11/21/2025 18:49,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/23/2025 12:02,11/25/2025 15:21,down_or_crashing,26,26,50365,traffic/error/suspicious-request spike inferred from log metrics
11/26/2025 6:30,11/26/2025 6:30,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/26/2025 17:39,11/26/2025 17:39,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
11/27/2025 5:06,11/27/2025 5:06,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/2/2025 7:15,12/6/2025 15:53,down_or_crashing,27,27,102799,traffic/error/suspicious-request spike inferred from log metrics
12/7/2025 3:45,12/7/2025 3:45,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/8/2025 3:08,12/8/2025 3:08,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/9/2025 7:46,12/13/2025 21:46,down_or_crashing,26,26,108086,traffic/error/suspicious-request spike inferred from log metrics
12/16/2025 0:42,12/16/2025 0:42,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/16/2025 7:06,12/16/2025 7:06,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/16/2025 16:46,12/16/2025 16:46,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/21/2025 5:58,12/21/2025 5:58,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/21/2025 13:32,12/21/2025 13:32,suspicious,19,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/22/2025 5:13,12/22/2025 5:13,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/23/2025 5:53,12/23/2025 5:53,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/23/2025 20:24,12/27/2025 2:08,down_or_crashing,27,27,76228,traffic/error/suspicious-request spike inferred from log metrics
12/31/2025 9:00,12/31/2025 9:00,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/1/2026 6:35,1/1/2026 6:35,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/2/2026 1:04,1/2/2026 1:04,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/2/2026 18:28,1/2/2026 18:28,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/2/2026 23:13,1/2/2026 23:13,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/3/2026 6:01,1/3/2026 6:01,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/5/2026 7:59,1/5/2026 7:59,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/5/2026 12:35,1/5/2026 12:35,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/6/2026 14:55,1/8/2026 17:21,down_or_crashing,26,26,49674,traffic/error/suspicious-request spike inferred from log metrics
1/10/2026 14:53,1/10/2026 14:53,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/11/2026 23:20,1/11/2026 23:20,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/12/2026 1:03,1/12/2026 1:03,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/12/2026 7:24,1/12/2026 7:24,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/12/2026 11:12,1/12/2026 11:12,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/14/2026 7:50,1/14/2026 7:50,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/14/2026 20:44,1/14/2026 20:44,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/17/2026 4:49,1/17/2026 4:49,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/17/2026 11:35,1/17/2026 11:35,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/18/2026 14:19,1/18/2026 14:19,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/18/2026 18:34,1/18/2026 18:34,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/18/2026 18:42,1/18/2026 18:42,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/22/2026 23:34,1/22/2026 23:34,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/24/2026 17:25,1/27/2026 15:38,down_or_crashing,26,26,68953,traffic/error/suspicious-request spike inferred from log metrics
1/27/2026 21:58,1/27/2026 21:58,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/28/2026 2:22,1/28/2026 2:22,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/29/2026 1:46,1/29/2026 1:46,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/29/2026 21:34,1/29/2026 21:34,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/30/2026 21:33,2/4/2026 11:05,down_or_crashing,28,28,107571,traffic/error/suspicious-request spike inferred from log metrics
2/6/2026 13:13,2/6/2026 13:13,suspicious,29,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/7/2026 17:40,2/7/2026 17:40,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/12/2026 23:31,2/12/2026 23:31,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/13/2026 23:15,2/13/2026 23:15,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/14/2026 12:42,2/14/2026 12:42,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/15/2026 18:27,2/15/2026 18:27,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/15/2026 21:37,2/18/2026 3:42,down_or_crashing,28,28,53125,traffic/error/suspicious-request spike inferred from log metrics
2/20/2026 4:33,2/23/2026 19:48,down_or_crashing,27,27,85478,traffic/error/suspicious-request spike inferred from log metrics
2/25/2026 13:37,2/25/2026 13:37,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/26/2026 1:41,2/26/2026 1:41,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/1/2026 5:04,3/1/2026 5:04,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/4/2026 7:29,3/8/2026 20:33,down_or_crashing,27,27,107023,traffic/error/suspicious-request spike inferred from log metrics
3/10/2026 7:44,3/10/2026 7:44,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/11/2026 0:43,3/11/2026 0:43,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/11/2026 1:37,3/11/2026 1:37,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/12/2026 23:20,3/12/2026 23:20,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/13/2026 19:39,3/13/2026 19:39,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/13/2026 22:35,3/13/2026 22:35,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/14/2026 14:49,3/14/2026 14:49,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/15/2026 18:20,3/15/2026 18:20,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/19/2026 11:30,3/22/2026 5:10,down_or_crashing,28,28,64479,traffic/error/suspicious-request spike inferred from log metrics
3/24/2026 16:01,3/24/2026 16:01,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/26/2026 14:24,3/29/2026 0:05,down_or_crashing,25,25,56646,traffic/error/suspicious-request spike inferred from log metrics
3/29/2026 18:32,3/29/2026 18:32,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/29/2026 19:31,3/29/2026 19:31,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/31/2026 17:37,3/31/2026 17:37,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/31/2026 18:18,3/31/2026 18:18,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/31/2026 22:09,3/31/2026 22:09,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/1/2026 0:35,4/1/2026 0:35,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/2/2026 4:21,4/2/2026 4:21,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/2/2026 12:53,4/5/2026 6:11,down_or_crashing,26,26,64026,traffic/error/suspicious-request spike inferred from log metrics
4/5/2026 6:27,4/5/2026 6:27,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/5/2026 11:46,4/5/2026 11:46,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/5/2026 16:13,4/5/2026 16:13,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/7/2026 8:28,4/7/2026 8:28,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/7/2026 10:22,4/10/2026 8:58,down_or_crashing,27,27,69159,traffic/error/suspicious-request spike inferred from log metrics
4/13/2026 3:02,4/13/2026 3:02,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/13/2026 9:28,4/13/2026 9:28,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/15/2026 11:58,4/15/2026 11:58,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/16/2026 2:43,4/16/2026 2:43,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/16/2026 8:34,4/16/2026 8:34,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/21/2026 8:58,4/21/2026 8:58,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/23/2026 0:38,4/23/2026 0:38,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/24/2026 22:35,4/24/2026 22:35,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/25/2026 15:29,4/25/2026 15:29,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/28/2026 4:20,5/2/2026 20:43,down_or_crashing,26,26,110491,traffic/error/suspicious-request spike inferred from log metrics
5/6/2026 9:29,5/8/2026 22:08,down_or_crashing,26,26,59907,traffic/error/suspicious-request spike inferred from log metrics
5/8/2026 23:39,5/8/2026 23:39,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/10/2026 16:39,5/10/2026 16:39,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/10/2026 17:58,5/10/2026 17:58,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/11/2026 2:10,5/11/2026 2:10,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/11/2026 10:28,5/11/2026 10:28,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/12/2026 0:35,5/12/2026 0:35,suspicious,19,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/12/2026 12:57,5/12/2026 12:57,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/14/2026 7:59,5/14/2026 7:59,suspicious,31,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/17/2026 3:27,5/17/2026 3:27,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/17/2026 17:28,5/17/2026 17:28,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/17/2026 23:18,5/17/2026 23:18,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/18/2026 18:03,5/18/2026 18:03,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/18/2026 23:04,5/18/2026 23:04,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/23/2026 21:13,5/27/2026 23:49,down_or_crashing,25,25,97021,traffic/error/suspicious-request spike inferred from log metrics
5/30/2026 13:12,5/30/2026 13:12,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/30/2026 14:33,6/1/2026 21:33,down_or_crashing,27,27,53853,traffic/error/suspicious-request spike inferred from log metrics
6/2/2026 8:44,6/2/2026 8:44,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/7/2026 11:15,6/7/2026 11:15,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/8/2026 11:45,6/8/2026 11:45,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/8/2026 13:19,6/8/2026 13:19,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/8/2026 20:14,6/10/2026 4:17,down_or_crashing,26,26,31361,traffic/error/suspicious-request spike inferred from log metrics
