line_number,timestamp,ip,method,endpoint,status,latency_ms,score,reasons
196450,2024-06-16 10:45:10,187.91.79.110,GET,/cartN,500,9503,4,server_error
196451,2024-06-16 10:45:12,12.104.185.44,GET,/searchN,504,10395,4,server_error
196452,2024-06-16 10:45:16,131.33.12.73,GET,/indexN.html,504,10374,4,server_error
196453,2024-06-16 10:45:18,148.9.19.27,GET,/cartN,504,11506,4,server_error
196454,2024-06-16 10:45:20,199.242.130.73,POST,/checkoutN,500,6304,4,server_error
196455,2024-06-16 10:45:25,95.125.101.128,GET,/indexN.html,504,11847,4,server_error
196456,2024-06-16 10:45:30,196.45.2.86,GET,/cartN,504,10909,4,server_error
196457,2024-06-16 10:45:34,148.9.19.27,POST,/checkoutN,504,11290,4,server_error
196458,2024-06-16 10:45:39,148.9.19.27,GET,/cartN,504,6315,4,server_error
196459,2024-06-16 10:45:42,202.129.225.117,GET,/searchN,504,11020,4,server_error
196460,2024-06-16 10:45:44,215.143.100.205,GET,/productsN,504,8631,4,server_error
196461,2024-06-16 10:45:49,209.103.8.44,GET,/indexN.html,504,11635,4,server_error
196462,2024-06-16 10:45:50,187.91.79.110,GET,/api/v1/userN,504,9474,4,server_error
196463,2024-06-16 10:45:54,14.252.124.193,GET,/indexN.html,500,10215,4,server_error
196464,2024-06-16 10:45:56,199.242.130.73,GET,/api/v1/userN,504,10296,4,server_error
196465,2024-06-16 10:45:57,196.45.2.86,POST,/checkoutN,504,9098,4,server_error
196466,2024-06-16 10:46:01,202.129.225.117,GET,/cartN,500,7953,4,server_error
196467,2024-06-16 10:46:04,187.91.79.110,POST,/checkoutN,500,10588,4,server_error
196468,2024-06-16 10:46:07,199.71.56.65,GET,/searchN,504,9452,4,server_error
196469,2024-06-16 10:46:11,162.240.218.117,GET,/productsN,500,11214,4,server_error
196470,2024-06-16 10:46:15,196.45.2.86,GET,/productsN,504,8991,4,server_error
196471,2024-06-16 10:46:16,199.242.130.73,GET,/api/v1/userN,500,7046,4,server_error
196472,2024-06-16 10:46:16,197.82.237.190,GET,/api/v1/userN,504,10695,4,server_error
196473,2024-06-16 10:46:18,80.130.43.26,POST,/checkoutN,500,6389,4,server_error
196474,2024-06-16 10:46:20,148.9.19.27,GET,/indexN.html,504,9189,4,server_error
196475,2024-06-16 10:46:25,209.103.8.44,GET,/searchN,504,9374,4,server_error
196476,2024-06-16 10:46:26,162.240.218.117,POST,/checkoutN,500,11809,4,server_error
196477,2024-06-16 10:46:26,209.103.8.44,GET,/searchN,504,11766,4,server_error
196478,2024-06-16 10:46:28,14.252.124.193,GET,/searchN,504,10529,4,server_error
196479,2024-06-16 10:46:32,211.92.75.1,POST,/checkoutN,500,9311,4,server_error
196480,2024-06-16 10:46:33,202.129.225.117,GET,/cartN,500,8086,4,server_error
196481,2024-06-16 10:46:35,131.33.12.73,GET,/searchN,504,10188,4,server_error
196482,2024-06-16 10:46:38,14.121.165.122,GET,/indexN.html,500,6765,4,server_error
196483,2024-06-16 10:46:41,211.92.75.1,GET,/productsN,504,7852,4,server_error
196484,2024-06-16 10:46:45,12.104.185.44,GET,/cartN,500,8714,4,server_error
196485,2024-06-16 10:46:47,95.125.101.128,GET,/searchN,504,11705,4,server_error
196486,2024-06-16 10:46:50,196.45.2.86,GET,/api/v1/userN,500,9998,4,server_error
196487,2024-06-16 10:46:53,197.82.237.190,GET,/indexN.html,500,11798,4,server_error
196488,2024-06-16 10:46:56,197.82.237.190,GET,/indexN.html,504,10183,4,server_error
196489,2024-06-16 10:46:59,199.242.130.73,GET,/cartN,500,7719,4,server_error
196490,2024-06-16 10:47:03,196.45.2.86,GET,/api/v1/userN,504,11942,4,server_error
196491,2024-06-16 10:47:09,209.103.8.44,GET,/productsN,504,7542,4,server_error
196492,2024-06-16 10:47:13,209.103.8.44,GET,/productsN,504,10575,4,server_error
196493,2024-06-16 10:47:16,215.143.100.205,POST,/checkoutN,500,11744,4,server_error
196494,2024-06-16 10:47:25,12.104.185.44,GET,/searchN,504,7963,4,server_error
196495,2024-06-16 10:47:26,162.240.218.117,GET,/productsN,500,11516,4,server_error
196496,2024-06-16 10:47:28,139.94.203.41,GET,/productsN,500,6372,4,server_error
196497,2024-06-16 10:47:28,199.71.56.65,POST,/checkoutN,500,11708,4,server_error
196498,2024-06-16 10:47:35,211.92.75.1,POST,/checkoutN,504,10528,4,server_error
196499,2024-06-16 10:47:40,202.129.225.117,POST,/checkoutN,504,11469,4,server_error
196500,2024-06-16 10:47:41,12.104.185.44,GET,/indexN.html,504,10304,4,server_error
196501,2024-06-16 10:47:45,211.92.75.1,GET,/searchN,500,7837,4,server_error
196502,2024-06-16 10:47:47,199.242.130.73,GET,/searchN,504,8101,4,server_error
196503,2024-06-16 10:47:49,211.92.75.1,GET,/api/v1/userN,504,10348,4,server_error
196504,2024-06-16 10:47:59,148.9.19.27,GET,/searchN,504,6031,4,server_error
196505,2024-06-16 10:48:05,14.121.165.122,GET,/searchN,504,6419,4,server_error
196506,2024-06-16 10:48:08,162.240.218.117,GET,/productsN,500,11397,4,server_error
196507,2024-06-16 10:48:11,12.104.185.44,GET,/cartN,500,9982,4,server_error
196508,2024-06-16 10:48:15,131.33.12.73,GET,/searchN,500,11710,4,server_error
196509,2024-06-16 10:48:22,14.121.165.122,GET,/searchN,500,6066,4,server_error
196510,2024-06-16 10:48:23,215.143.100.205,GET,/searchN,504,10360,4,server_error
196511,2024-06-16 10:48:27,148.9.19.27,GET,/searchN,504,8923,4,server_error
196512,2024-06-16 10:48:29,211.92.75.1,POST,/checkoutN,500,10069,4,server_error
196513,2024-06-16 10:48:30,131.33.12.73,GET,/searchN,500,7236,4,server_error
196514,2024-06-16 10:48:32,196.45.2.86,POST,/checkoutN,504,10844,4,server_error
196515,2024-06-16 10:48:40,199.242.130.73,GET,/productsN,504,11300,4,server_error
196516,2024-06-16 10:48:43,209.103.8.44,GET,/api/v1/userN,500,9780,4,server_error
196517,2024-06-16 10:48:46,202.129.225.117,GET,/indexN.html,500,6150,4,server_error
196518,2024-06-16 10:48:48,202.129.225.117,GET,/productsN,500,11014,4,server_error
196519,2024-06-16 10:48:51,211.92.75.1,GET,/indexN.html,500,11772,4,server_error
196520,2024-06-16 10:48:52,209.103.8.44,POST,/checkoutN,504,9119,4,server_error
196521,2024-06-16 10:48:54,148.9.19.27,GET,/productsN,504,6914,4,server_error
196522,2024-06-16 10:48:55,202.129.225.117,GET,/searchN,504,10862,4,server_error
196523,2024-06-16 10:48:58,187.91.79.110,GET,/productsN,500,9294,4,server_error
196524,2024-06-16 10:49:01,14.252.124.193,GET,/cartN,500,7067,4,server_error
196525,2024-06-16 10:49:12,14.252.124.193,GET,/productsN,500,7256,4,server_error
196526,2024-06-16 10:49:17,199.242.130.73,GET,/searchN,504,11810,4,server_error
196527,2024-06-16 10:49:20,215.143.100.205,GET,/searchN,500,9964,4,server_error
196528,2024-06-16 10:49:24,131.33.12.73,POST,/checkoutN,500,10618,4,server_error
196529,2024-06-16 10:49:25,199.71.56.65,GET,/api/v1/userN,504,8145,4,server_error
196530,2024-06-16 10:49:27,211.92.75.1,GET,/indexN.html,500,10141,4,server_error
196531,2024-06-16 10:49:31,187.91.79.110,GET,/api/v1/userN,500,7853,4,server_error
196532,2024-06-16 10:49:35,202.129.225.117,GET,/productsN,500,8746,4,server_error
196533,2024-06-16 10:49:39,14.121.165.122,GET,/productsN,500,8608,4,server_error
196534,2024-06-16 10:49:43,148.9.19.27,GET,/productsN,504,9745,4,server_error
196535,2024-06-16 10:49:45,187.91.79.110,GET,/cartN,500,8974,4,server_error
196536,2024-06-16 10:49:45,119.123.55.141,GET,/productsN,500,8587,4,server_error
196537,2024-06-16 10:49:53,211.92.75.1,POST,/checkoutN,504,8006,4,server_error
196538,2024-06-16 10:49:56,14.121.165.122,GET,/searchN,500,8980,4,server_error
196539,2024-06-16 10:50:02,162.240.218.117,GET,/cartN,504,6212,4,server_error
196540,2024-06-16 10:50:06,131.33.12.73,POST,/checkoutN,504,8628,4,server_error
196541,2024-06-16 10:50:08,187.91.79.110,POST,/checkoutN,504,8003,4,server_error
196542,2024-06-16 10:50:12,196.45.2.86,GET,/cartN,500,7136,4,server_error
196543,2024-06-16 10:50:13,202.129.225.117,GET,/searchN,504,6932,4,server_error
196544,2024-06-16 10:50:15,196.45.2.86,GET,/api/v1/userN,504,8589,4,server_error
196545,2024-06-16 10:50:16,199.242.130.73,POST,/checkoutN,504,11437,4,server_error
196546,2024-06-16 10:50:22,95.125.101.128,GET,/cartN,504,7434,4,server_error
196547,2024-06-16 10:50:23,199.242.130.73,GET,/productsN,500,8289,4,server_error
196548,2024-06-16 10:50:28,209.103.8.44,GET,/api/v1/userN,500,9203,4,server_error
196549,2024-06-16 10:50:31,215.143.100.205,GET,/searchN,500,11082,4,server_error
196550,2024-06-16 10:50:32,14.121.165.122,POST,/checkoutN,504,8904,4,server_error
196551,2024-06-16 10:50:33,197.82.237.190,GET,/indexN.html,500,8815,4,server_error
196552,2024-06-16 10:50:37,12.104.185.44,GET,/productsN,500,7323,4,server_error
196553,2024-06-16 10:50:39,80.130.43.26,GET,/api/v1/userN,504,10474,4,server_error
196554,2024-06-16 10:50:40,199.242.130.73,GET,/searchN,504,6767,4,server_error
196555,2024-06-16 10:50:44,119.123.55.141,GET,/indexN.html,500,8020,4,server_error
196556,2024-06-16 10:50:49,211.92.75.1,GET,/cartN,504,11457,4,server_error
196557,2024-06-16 10:50:51,187.91.79.110,GET,/api/v1/userN,500,8310,4,server_error
196558,2024-06-16 10:50:56,12.104.185.44,GET,/searchN,500,7202,4,server_error
196559,2024-06-16 10:51:00,148.9.19.27,GET,/indexN.html,504,7943,4,server_error
196560,2024-06-16 10:51:03,199.71.56.65,GET,/indexN.html,500,7677,4,server_error
196561,2024-06-16 10:51:07,199.242.130.73,GET,/indexN.html,504,9406,4,server_error
196562,2024-06-16 10:51:10,148.9.19.27,POST,/checkoutN,500,9180,4,server_error
196563,2024-06-16 10:51:21,14.252.124.193,GET,/api/v1/userN,500,10271,4,server_error
196564,2024-06-16 10:51:25,199.71.56.65,POST,/checkoutN,500,8057,4,server_error
196565,2024-06-16 10:51:32,14.121.165.122,POST,/checkoutN,504,9994,4,server_error
196566,2024-06-16 10:51:35,202.129.225.117,GET,/api/v1/userN,500,10007,4,server_error
196567,2024-06-16 10:51:39,148.9.19.27,GET,/api/v1/userN,500,9352,4,server_error
196568,2024-06-16 10:51:48,211.92.75.1,GET,/cartN,504,9481,4,server_error
196569,2024-06-16 10:51:53,162.240.218.117,GET,/cartN,500,10285,4,server_error
196570,2024-06-16 10:51:59,95.125.101.128,GET,/cartN,504,6907,4,server_error
196571,2024-06-16 10:52:04,162.240.218.117,POST,/checkoutN,504,7855,4,server_error
196572,2024-06-16 10:52:08,14.121.165.122,GET,/indexN.html,500,11718,4,server_error
196573,2024-06-16 10:52:09,209.103.8.44,POST,/checkoutN,504,8155,4,server_error
196574,2024-06-16 10:52:12,95.125.101.128,GET,/indexN.html,504,10127,4,server_error
196575,2024-06-16 10:52:17,202.129.225.117,GET,/indexN.html,500,7812,4,server_error
196576,2024-06-16 10:52:18,209.103.8.44,GET,/indexN.html,504,8701,4,server_error
196577,2024-06-16 10:52:20,14.252.124.193,POST,/checkoutN,504,9856,4,server_error
196578,2024-06-16 10:52:23,14.121.165.122,GET,/productsN,500,9618,4,server_error
196579,2024-06-16 10:52:24,148.9.19.27,GET,/productsN,500,6628,4,server_error
196580,2024-06-16 10:52:29,199.242.130.73,GET,/indexN.html,500,8894,4,server_error
196581,2024-06-16 10:52:33,202.129.225.117,GET,/searchN,500,9562,4,server_error
196582,2024-06-16 10:52:35,14.121.165.122,GET,/searchN,504,10016,4,server_error
196583,2024-06-16 10:52:39,199.242.130.73,POST,/checkoutN,500,9743,4,server_error
196584,2024-06-16 10:52:42,119.123.55.141,GET,/searchN,500,11649,4,server_error
196585,2024-06-16 10:52:44,199.71.56.65,GET,/api/v1/userN,500,6973,4,server_error
196586,2024-06-16 10:52:51,162.240.218.117,GET,/api/v1/userN,504,10711,4,server_error
196587,2024-06-16 10:52:52,14.252.124.193,GET,/indexN.html,500,6317,4,server_error
196588,2024-06-16 10:52:55,162.240.218.117,GET,/indexN.html,500,7416,4,server_error
196589,2024-06-16 10:52:56,80.130.43.26,GET,/productsN,504,6558,4,server_error
196590,2024-06-16 10:53:01,196.45.2.86,GET,/productsN,504,6452,4,server_error
196591,2024-06-16 10:53:05,139.94.203.41,POST,/checkoutN,500,10448,4,server_error
196592,2024-06-16 10:53:17,199.71.56.65,GET,/searchN,500,11710,4,server_error
196593,2024-06-16 10:53:18,209.103.8.44,GET,/indexN.html,504,9451,4,server_error
196594,2024-06-16 10:53:26,197.82.237.190,GET,/productsN,504,11171,4,server_error
196595,2024-06-16 10:53:30,215.143.100.205,GET,/productsN,500,6986,4,server_error
196596,2024-06-16 10:53:39,196.45.2.86,GET,/cartN,504,11970,4,server_error
196597,2024-06-16 10:53:46,162.240.218.117,GET,/productsN,500,11865,4,server_error
196598,2024-06-16 10:54:01,187.91.79.110,GET,/searchN,504,7810,4,server_error
196599,2024-06-16 10:54:05,162.240.218.117,GET,/productsN,500,6843,4,server_error
196600,2024-06-16 10:54:08,215.143.100.205,GET,/cartN,500,9581,4,server_error
196601,2024-06-16 10:54:14,80.130.43.26,GET,/cartN,504,7673,4,server_error
196602,2024-06-16 10:54:16,197.82.237.190,POST,/checkoutN,504,10114,4,server_error
196603,2024-06-16 10:54:19,197.82.237.190,GET,/indexN.html,504,11788,4,server_error
196604,2024-06-16 10:54:20,196.45.2.86,GET,/indexN.html,500,8418,4,server_error
196605,2024-06-16 10:54:24,148.9.19.27,GET,/productsN,504,7534,4,server_error
196606,2024-06-16 10:54:27,148.9.19.27,GET,/api/v1/userN,504,11306,4,server_error
196607,2024-06-16 10:54:32,199.242.130.73,GET,/cartN,500,9648,4,server_error
196608,2024-06-16 10:54:33,14.252.124.193,GET,/api/v1/userN,504,10202,4,server_error
196609,2024-06-16 10:54:42,139.94.203.41,GET,/indexN.html,504,8894,4,server_error
196610,2024-06-16 10:54:47,187.91.79.110,POST,/checkoutN,500,8009,4,server_error
196611,2024-06-16 10:54:50,14.121.165.122,GET,/cartN,500,11123,4,server_error
196612,2024-06-16 10:54:53,197.82.237.190,GET,/indexN.html,504,6451,4,server_error
196613,2024-06-16 10:54:57,202.129.225.117,GET,/indexN.html,504,7801,4,server_error
196614,2024-06-16 10:55:00,196.45.2.86,GET,/api/v1/userN,500,9676,4,server_error
196615,2024-06-16 10:55:02,80.130.43.26,GET,/api/v1/userN,500,8351,4,server_error
196616,2024-06-16 10:55:04,199.242.130.73,POST,/checkoutN,504,6973,4,server_error
196617,2024-06-16 10:55:06,199.71.56.65,GET,/api/v1/userN,500,6528,4,server_error
196618,2024-06-16 10:55:07,211.92.75.1,GET,/productsN,504,7468,4,server_error
196619,2024-06-16 10:55:11,14.121.165.122,GET,/indexN.html,504,7400,4,server_error
196620,2024-06-16 10:55:14,14.252.124.193,GET,/cartN,500,6240,4,server_error
196621,2024-06-16 10:55:17,199.242.130.73,GET,/productsN,500,9734,4,server_error
196622,2024-06-16 10:55:28,139.94.203.41,GET,/api/v1/userN,504,10582,4,server_error
196623,2024-06-16 10:55:31,199.242.130.73,GET,/cartN,500,11489,4,server_error
196624,2024-06-16 10:55:36,12.104.185.44,GET,/api/v1/userN,504,8609,4,server_error
196625,2024-06-16 10:55:39,12.104.185.44,GET,/searchN,504,8592,4,server_error
196626,2024-06-16 10:55:42,148.9.19.27,GET,/searchN,504,10037,4,server_error
196627,2024-06-16 10:55:49,215.143.100.205,GET,/cartN,504,11698,4,server_error
196628,2024-06-16 10:55:53,197.82.237.190,GET,/cartN,504,11531,4,server_error
196629,2024-06-16 10:55:57,131.33.12.73,GET,/searchN,504,9992,4,server_error
196630,2024-06-16 10:56:00,187.91.79.110,GET,/productsN,500,10752,4,server_error
196631,2024-06-16 10:56:04,187.91.79.110,GET,/searchN,500,10027,4,server_error
196632,2024-06-16 10:56:08,196.45.2.86,GET,/productsN,504,11781,4,server_error
196633,2024-06-16 10:56:14,209.103.8.44,POST,/checkoutN,500,10719,4,server_error
196634,2024-06-16 10:56:18,215.143.100.205,GET,/cartN,504,10598,4,server_error
196635,2024-06-16 10:56:22,187.91.79.110,GET,/searchN,500,6426,4,server_error
196636,2024-06-16 10:56:23,148.9.19.27,GET,/api/v1/userN,500,8633,4,server_error
196637,2024-06-16 10:56:28,199.71.56.65,GET,/productsN,500,8710,4,server_error
196638,2024-06-16 10:56:29,14.121.165.122,GET,/indexN.html,504,11007,4,server_error
196639,2024-06-16 10:56:33,199.71.56.65,GET,/cartN,500,7572,4,server_error
196640,2024-06-16 10:56:37,196.45.2.86,GET,/api/v1/userN,500,6454,4,server_error
196641,2024-06-16 10:56:42,187.91.79.110,POST,/checkoutN,504,8122,4,server_error
196642,2024-06-16 10:56:50,14.121.165.122,GET,/searchN,504,8937,4,server_error
196643,2024-06-16 10:56:55,199.242.130.73,GET,/productsN,504,9436,4,server_error
196644,2024-06-16 10:56:57,199.71.56.65,GET,/productsN,500,8392,4,server_error
196645,2024-06-16 10:56:58,215.143.100.205,GET,/cartN,500,6262,4,server_error
196646,2024-06-16 10:56:59,196.45.2.86,GET,/indexN.html,504,6050,4,server_error
196647,2024-06-16 10:57:06,199.242.130.73,GET,/api/v1/userN,500,8243,4,server_error
196648,2024-06-16 10:57:09,80.130.43.26,GET,/productsN,500,10415,4,server_error
196649,2024-06-16 10:57:14,211.92.75.1,GET,/searchN,504,9890,4,server_error
196650,2024-06-16 10:57:17,14.121.165.122,GET,/productsN,504,10148,4,server_error
196651,2024-06-16 10:57:21,209.103.8.44,GET,/indexN.html,504,10209,4,server_error
196652,2024-06-16 10:57:24,209.103.8.44,GET,/api/v1/userN,504,10835,4,server_error
196653,2024-06-16 10:57:33,14.252.124.193,GET,/api/v1/userN,504,6806,4,server_error
196654,2024-06-16 10:57:36,12.104.185.44,GET,/searchN,504,9428,4,server_error
196655,2024-06-16 10:57:37,80.130.43.26,GET,/indexN.html,504,6034,4,server_error
196656,2024-06-16 10:57:40,95.125.101.128,GET,/productsN,504,11396,4,server_error
196657,2024-06-16 10:57:42,139.94.203.41,GET,/searchN,504,7122,4,server_error
196658,2024-06-16 10:57:43,215.143.100.205,GET,/searchN,500,6826,4,server_error
196659,2024-06-16 10:57:45,148.9.19.27,POST,/checkoutN,504,11110,4,server_error
196660,2024-06-16 10:57:47,162.240.218.117,GET,/indexN.html,504,11124,4,server_error
196661,2024-06-16 10:57:49,199.71.56.65,POST,/checkoutN,500,9746,4,server_error
196662,2024-06-16 10:57:58,197.82.237.190,POST,/checkoutN,500,7633,4,server_error
196663,2024-06-16 10:58:02,199.242.130.73,GET,/productsN,504,10999,4,server_error
196664,2024-06-16 10:58:08,197.82.237.190,POST,/checkoutN,500,6117,4,server_error
196665,2024-06-16 10:58:12,12.104.185.44,GET,/api/v1/userN,500,6973,4,server_error
196666,2024-06-16 10:58:18,95.125.101.128,GET,/cartN,500,9761,4,server_error
196667,2024-06-16 10:58:23,148.9.19.27,GET,/cartN,504,6095,4,server_error
196668,2024-06-16 10:58:26,14.252.124.193,GET,/api/v1/userN,500,9801,4,server_error
196669,2024-06-16 10:58:29,139.94.203.41,GET,/api/v1/userN,500,9409,4,server_error
196670,2024-06-16 10:58:29,12.104.185.44,GET,/productsN,504,7255,4,server_error
196671,2024-06-16 10:58:32,187.91.79.110,POST,/checkoutN,504,9226,4,server_error
196672,2024-06-16 10:58:36,14.252.124.193,GET,/api/v1/userN,504,8026,4,server_error
196673,2024-06-16 10:58:47,187.91.79.110,POST,/checkoutN,500,6160,4,server_error
196674,2024-06-16 10:58:51,211.92.75.1,GET,/productsN,500,11995,4,server_error
196675,2024-06-16 10:58:52,187.91.79.110,GET,/productsN,500,8825,4,server_error
196676,2024-06-16 10:58:55,119.123.55.141,GET,/searchN,500,10888,4,server_error
196677,2024-06-16 10:58:57,196.45.2.86,POST,/checkoutN,504,7650,4,server_error
196678,2024-06-16 10:58:58,14.121.165.122,GET,/searchN,500,11386,4,server_error
196679,2024-06-16 10:58:59,162.240.218.117,POST,/checkoutN,504,11130,4,server_error
196680,2024-06-16 10:59:01,80.130.43.26,GET,/productsN,500,8884,4,server_error
196681,2024-06-16 10:59:04,209.103.8.44,GET,/searchN,500,7948,4,server_error
196682,2024-06-16 10:59:09,131.33.12.73,GET,/api/v1/userN,500,10557,4,server_error
196683,2024-06-16 10:59:12,14.252.124.193,GET,/indexN.html,500,8274,4,server_error
196684,2024-06-16 10:59:14,197.82.237.190,GET,/productsN,504,7926,4,server_error
196685,2024-06-16 10:59:17,197.82.237.190,GET,/api/v1/userN,504,7119,4,server_error
196686,2024-06-16 10:59:21,187.91.79.110,GET,/searchN,500,11240,4,server_error
196687,2024-06-16 10:59:23,162.240.218.117,GET,/productsN,504,10682,4,server_error
196688,2024-06-16 10:59:26,162.240.218.117,GET,/indexN.html,500,8764,4,server_error
196689,2024-06-16 10:59:30,80.130.43.26,GET,/cartN,504,7944,4,server_error
196690,2024-06-16 10:59:32,12.104.185.44,GET,/indexN.html,500,10888,4,server_error
196691,2024-06-16 10:59:34,202.129.225.117,GET,/productsN,500,9771,4,server_error
196692,2024-06-16 10:59:39,119.123.55.141,POST,/checkoutN,500,6177,4,server_error
196693,2024-06-16 10:59:41,95.125.101.128,GET,/cartN,500,10509,4,server_error
196694,2024-06-16 10:59:46,215.143.100.205,GET,/productsN,504,7474,4,server_error
196695,2024-06-16 10:59:49,199.242.130.73,GET,/cartN,504,9612,4,server_error
196696,2024-06-16 10:59:52,196.45.2.86,GET,/api/v1/userN,500,11353,4,server_error
196697,2024-06-16 10:59:57,148.9.19.27,GET,/searchN,500,9184,4,server_error
196698,2024-06-16 11:00:00,209.103.8.44,GET,/cartN,504,6463,4,server_error
196699,2024-06-16 11:00:05,148.9.19.27,GET,/productsN,504,8217,4,server_error
196700,2024-06-16 11:00:10,139.94.203.41,POST,/checkoutN,500,11724,4,server_error
196701,2024-06-16 11:00:12,199.71.56.65,GET,/indexN.html,504,8834,4,server_error
196702,2024-06-16 11:00:16,199.71.56.65,GET,/productsN,504,7746,4,server_error
196703,2024-06-16 11:00:24,202.129.225.117,GET,/cartN,504,8352,4,server_error
196704,2024-06-16 11:00:28,139.94.203.41,GET,/indexN.html,500,10020,4,server_error
196705,2024-06-16 11:00:31,95.125.101.128,GET,/api/v1/userN,504,11981,4,server_error
196706,2024-06-16 11:00:34,196.45.2.86,GET,/searchN,504,6219,4,server_error
196707,2024-06-16 11:00:40,211.92.75.1,GET,/productsN,504,9566,4,server_error
196708,2024-06-16 11:00:48,131.33.12.73,GET,/productsN,500,10138,4,server_error
196709,2024-06-16 11:00:48,202.129.225.117,POST,/checkoutN,504,9138,4,server_error
196710,2024-06-16 11:00:51,12.104.185.44,GET,/productsN,504,6581,4,server_error
196711,2024-06-16 11:00:53,148.9.19.27,GET,/indexN.html,504,8267,4,server_error
196712,2024-06-16 11:00:57,139.94.203.41,GET,/indexN.html,504,7690,4,server_error
196713,2024-06-16 11:01:02,14.121.165.122,GET,/indexN.html,500,10026,4,server_error
196714,2024-06-16 11:01:02,209.103.8.44,POST,/checkoutN,500,6408,4,server_error
196715,2024-06-16 11:01:04,148.9.19.27,GET,/searchN,500,10337,4,server_error
196716,2024-06-16 11:01:11,202.129.225.117,POST,/checkoutN,500,9352,4,server_error
196717,2024-06-16 11:01:15,215.143.100.205,GET,/indexN.html,500,11643,4,server_error
196718,2024-06-16 11:01:18,14.121.165.122,GET,/cartN,500,9261,4,server_error
196719,2024-06-16 11:01:19,14.121.165.122,POST,/checkoutN,504,7429,4,server_error
196720,2024-06-16 11:01:22,119.123.55.141,POST,/checkoutN,504,10602,4,server_error
196721,2024-06-16 11:01:25,95.125.101.128,GET,/indexN.html,504,10184,4,server_error
196722,2024-06-16 11:01:29,187.91.79.110,GET,/cartN,504,11253,4,server_error
196723,2024-06-16 11:01:34,199.242.130.73,GET,/cartN,504,9355,4,server_error
196724,2024-06-16 11:01:38,196.45.2.86,POST,/checkoutN,500,10331,4,server_error
196725,2024-06-16 11:01:39,14.252.124.193,GET,/searchN,504,6219,4,server_error
196726,2024-06-16 11:01:43,162.240.218.117,POST,/checkoutN,500,6495,4,server_error
196727,2024-06-16 11:01:46,95.125.101.128,GET,/searchN,500,8342,4,server_error
196728,2024-06-16 11:01:48,196.45.2.86,GET,/api/v1/userN,504,6532,4,server_error
196729,2024-06-16 11:01:51,196.45.2.86,GET,/searchN,500,6768,4,server_error
196730,2024-06-16 11:01:55,187.91.79.110,GET,/api/v1/userN,504,12000,4,server_error
196731,2024-06-16 11:02:02,187.91.79.110,GET,/cartN,500,6981,4,server_error
196732,2024-06-16 11:02:03,80.130.43.26,POST,/checkoutN,500,11572,4,server_error
196733,2024-06-16 11:02:06,196.45.2.86,GET,/productsN,504,11769,4,server_error
196734,2024-06-16 11:02:07,14.121.165.122,POST,/checkoutN,500,11655,4,server_error
196735,2024-06-16 11:02:08,14.252.124.193,GET,/searchN,500,9247,4,server_error
196736,2024-06-16 11:02:12,187.91.79.110,GET,/api/v1/userN,500,9719,4,server_error
196737,2024-06-16 11:02:22,14.252.124.193,GET,/indexN.html,504,8378,4,server_error
196738,2024-06-16 11:02:23,209.103.8.44,GET,/indexN.html,504,8608,4,server_error
196739,2024-06-16 11:02:28,80.130.43.26,GET,/searchN,504,9326,4,server_error
196740,2024-06-16 11:02:29,139.94.203.41,GET,/indexN.html,500,10267,4,server_error
196741,2024-06-16 11:02:36,196.45.2.86,GET,/cartN,504,11219,4,server_error
196742,2024-06-16 11:02:44,119.123.55.141,GET,/indexN.html,500,10779,4,server_error
196743,2024-06-16 11:02:47,12.104.185.44,GET,/searchN,504,10877,4,server_error
196744,2024-06-16 11:02:52,12.104.185.44,GET,/api/v1/userN,500,10735,4,server_error
196745,2024-06-16 11:02:59,187.91.79.110,POST,/checkoutN,500,11657,4,server_error
196746,2024-06-16 11:03:01,196.45.2.86,GET,/searchN,504,9539,4,server_error
196747,2024-06-16 11:03:10,211.92.75.1,GET,/productsN,504,6900,4,server_error
196748,2024-06-16 11:03:12,12.104.185.44,GET,/indexN.html,500,11176,4,server_error
196749,2024-06-16 11:03:12,95.125.101.128,GET,/searchN,500,8590,4,server_error
196750,2024-06-16 11:03:20,202.129.225.117,POST,/checkoutN,504,7997,4,server_error
196751,2024-06-16 11:03:29,80.130.43.26,GET,/productsN,504,11296,4,server_error
196752,2024-06-16 11:03:30,199.242.130.73,GET,/cartN,500,9455,4,server_error
196753,2024-06-16 11:03:36,139.94.203.41,GET,/productsN,500,10992,4,server_error
196754,2024-06-16 11:03:38,211.92.75.1,GET,/indexN.html,504,11985,4,server_error
196755,2024-06-16 11:03:39,196.45.2.86,GET,/searchN,504,6436,4,server_error
196756,2024-06-16 11:03:42,197.82.237.190,GET,/cartN,504,10652,4,server_error
196757,2024-06-16 11:03:43,12.104.185.44,POST,/checkoutN,500,6935,4,server_error
196758,2024-06-16 11:03:45,199.242.130.73,GET,/api/v1/userN,504,7156,4,server_error
196759,2024-06-16 11:03:48,14.121.165.122,POST,/checkoutN,500,6007,4,server_error
196760,2024-06-16 11:03:56,80.130.43.26,GET,/indexN.html,504,9860,4,server_error
196761,2024-06-16 11:03:57,131.33.12.73,GET,/searchN,500,7881,4,server_error
196762,2024-06-16 11:04:05,197.82.237.190,POST,/checkoutN,500,9325,4,server_error
196763,2024-06-16 11:04:06,148.9.19.27,GET,/api/v1/userN,504,6988,4,server_error
196764,2024-06-16 11:04:11,215.143.100.205,GET,/searchN,500,10359,4,server_error
